,probe_id
159737,cg26278699
159738,cg00339740
159739,cg19895051
159740,cg18427336
159741,cg16512458
159742,cg18994250
159743,cg27442613
159744,cg04103514
159745,cg27376514
159746,cg04096653
159747,cg10158850
159748,cg09435109
159749,cg02932301
159750,cg00073549
159751,cg14380586
159752,cg11205335
159753,cg01034726
159754,cg05099063
159755,cg18966265
159756,cg07395969
159757,cg26108416
159758,cg03373442
159759,cg11981868
159760,cg09184429
159761,cg27029744
159762,cg24112097
159763,cg04215564
159764,cg05877397
159765,cg05527185
159766,cg19289112
159767,cg08901917
159768,cg11499025
159769,cg06519183
159770,cg24577389
159771,cg05514743
159772,cg26276395
159773,cg12709009
159774,cg17033684
159775,cg06193578
159776,cg05714479
159777,cg25129000
159778,cg17763743
159779,cg22525251
159780,cg17186428
159781,cg14015996
159782,cg25989556
159783,cg26534508
159784,cg04364695
159785,cg19737540
159786,cg24554059
159787,cg03923789
159788,cg01809579
159789,cg06969777
159790,cg08830588
159791,cg16951533
159792,cg01515896
159793,cg02159913
159794,cg14047478
159795,cg03278488
159796,cg19003884
159797,cg24362716
159798,cg20716989
159799,ch.4.157207369R
159800,cg12350822
159801,cg04323925
159802,cg21500064
159803,cg09663343
159804,cg00364956
159805,cg01034811
159806,cg02613937
159807,cg23538322
159808,cg18124488
159809,cg08474929
159810,cg05129572
159811,cg20661893
159812,cg26755928
159813,cg25959798
159814,cg15067687
159815,cg08612011
159816,cg13366863
159817,cg17184370
159818,cg22890571
159819,cg05043794
159820,cg03117544
159821,cg25652859
159822,cg24899750
159823,cg00913148
159824,cg18601596
159825,cg09648233
159826,cg07459019
159827,cg18302786
159828,cg14326805
159829,cg15147693
159830,cg26707845
159831,cg10424460
159832,cg24538967
159833,cg00922603
159834,cg22780731
159835,cg21043558
159836,cg21878934
159837,cg12104108
159838,cg26389330
159839,cg14374015
159840,cg17255397
159841,cg13077366
159842,cg25979644
159843,cg07860992
159844,cg03429348
159845,cg01627750
159846,cg03322749
159847,cg15676488
159848,cg11263011
159849,cg18092095
159850,cg12724221
159851,cg07177123
159852,cg05655707
159853,cg02858997
159854,cg16658579
159855,cg19174165
159856,cg04398275
159857,ch.1.3947147F
159858,cg12210094
159859,cg14356362
159860,cg14917874
159861,cg07020690
159862,cg00085416
159863,cg03894450
159864,cg11320910
159865,cg09074338
159866,cg17483959
159867,cg10738041
159868,cg23689441
159869,cg20522675
159870,cg27160524
159871,cg11890795
159872,cg08311092
159873,cg17370700
159874,ch.3.82264484R
159875,cg19950933
159876,cg12258471
159877,cg15835817
159878,cg02589501
159879,cg14539978
159880,cg16814680
159881,cg13902829
159882,cg02694099
159883,cg01649867
159884,cg14350701
159885,cg01069738
159886,cg13264018
159887,cg12056312
159888,cg17492965
159889,cg24305710
159890,cg16393877
159891,cg16304656
159892,cg02615136
159893,cg14580870
159894,cg25266533
159895,ch.15.79573225R
159896,cg24611115
159897,cg10273135
159898,cg26521766
159899,cg05060440
159900,cg16598508
159901,cg03217954
159902,cg00327524
159903,cg13504704
159904,cg14957748
159905,cg12524428
159906,cg24494577
159907,cg03593616
159908,cg01539948
159909,cg07279162
159910,cg13298691
159911,cg10251229
159912,cg23310253
159913,cg25360385
159914,cg01804193
159915,cg15391151
159916,cg09967329
159917,cg02027010
159918,cg01190666
159919,cg26798688
159920,cg06476591
159921,cg10939667
159922,cg07874445
159923,cg06696028
159924,cg04801716
159925,cg10404950
159926,cg08970694
159927,cg00368055
159928,cg23956499
159929,cg09912793
159930,cg14219115
159931,cg07001545
159932,cg15447479
159933,cg03575041
159934,cg00774102
159935,cg23198558
159936,cg06042550
159937,cg13556452
159938,cg00763725
159939,cg21757276
159940,cg20435345
159941,cg08031211
159942,cg10440524
159943,cg21850722
159944,cg11120695
159945,cg11260097
159946,cg16995791
159947,cg02407308
159948,cg20137347
159949,cg06939307
159950,ch.4.63596126R
159951,cg04675306
159952,cg22731525
159953,cg17976121
159954,cg25202261
159955,cg03897607
159956,cg23977453
159957,cg17811608
159958,cg25827144
159959,cg00407484
159960,cg01714756
159961,cg26867765
159962,cg05826537
159963,cg21996351
159964,cg05577810
159965,cg13214149
159966,cg17936051
159967,cg00752263
159968,cg07639982
159969,cg05484879
159970,cg17415239
159971,cg02186966
159972,cg18601293
159973,cg13250711
159974,cg06564818
159975,cg06793286
159976,cg26002370
159977,cg27116061
159978,cg21052873
159979,cg16286055
159980,cg07060864
159981,cg08861115
159982,cg23744030
159983,cg27321309
159984,cg08229468
159985,cg03740261
159986,cg07254706
159987,cg15965566
159988,cg20968821
159989,cg13634319
159990,cg06446824
159991,cg06095695
159992,cg25127214
159993,cg24037647
159994,cg04209885
159995,cg26693701
159996,cg03678609
159997,cg19674722
159998,cg27220934
159999,cg15810386
160000,cg13808058
160001,cg24759279
160002,cg21018494
160003,cg27318318
160004,cg13596085
160005,cg05956150
160006,cg09881510
160007,cg22907739
160008,cg21801292
160009,cg20187572
160010,cg00891991
160011,cg08655871
160012,ch.12.91948412F
160013,cg13127574
160014,cg26132298
160015,cg16450249
160016,cg20227530
160017,cg05895868
160018,cg10516359
160019,cg16855845
160020,cg18236720
160021,cg21133251
160022,cg11864076
160023,cg07084709
160024,cg13716638
160025,cg13225819
160026,cg11926460
160027,cg15358396
160028,cg09850137
160029,cg10072850
160030,cg16337138
160031,cg06934572
160032,cg05953373
160033,cg26997327
160034,cg00734683
160035,cg21193175
160036,cg11343449
160037,cg14315863
160038,cg13820434
160039,cg18760621
160040,cg19070088
160041,cg09553840
160042,cg26186954
160043,cg23949389
160044,cg22641280
160045,cg05647891
160046,cg24643102
160047,cg19655069
160048,cg21619325
160049,cg02949523
160050,cg05155965
160051,cg12712846
160052,cg05271336
160053,cg25178565
160054,cg06153765
160055,cg19641924
160056,cg03534847
160057,cg02992617
160058,cg07404527
160059,cg14086692
160060,cg24371906
160061,cg18665023
160062,cg09133563
160063,cg21197233
160064,cg18190847
160065,cg23281907
160066,cg01468623
160067,cg14581419
160068,cg15176664
160069,cg10315533
160070,cg05130355
160071,cg08885197
160072,cg13581922
160073,cg12809655
160074,cg25839727
160075,cg08592527
160076,cg15064873
160077,cg04786791
160078,cg00403251
160079,cg10670376
160080,cg17573603
160081,cg23694490
160082,cg05163933
160083,cg11552853
160084,cg27547043
160085,cg06284901
160086,cg13515674
160087,cg08742095
160088,cg12820608
160089,cg01560069
160090,cg04570669
160091,cg06680511
160092,cg18381455
160093,cg14600813
160094,cg15613012
160095,cg05559808
160096,cg19601035
160097,cg14312894
160098,cg02463513
160099,cg13702629
160100,cg18795786
160101,cg23595636
160102,cg14010472
160103,cg07685601
160104,cg24814293
160105,cg17689206
160106,cg23887776
160107,cg01734112
160108,cg08785524
160109,cg08521289
160110,cg15797414
160111,cg01271982
160112,cg05017015
160113,cg08014937
160114,cg23597562
160115,cg10379476
160116,cg12960729
160117,cg21408294
160118,cg17223846
160119,cg18296405
160120,cg01795959
160121,cg14182041
160122,cg12610859
160123,cg11514338
160124,cg25258233
160125,cg12666279
160126,cg20897652
160127,cg06529685
160128,cg05171590
160129,ch.11.1435292F
160130,cg24800887
160131,cg05905844
160132,cg01150044
160133,ch.17.1750110F
160134,cg07676329
160135,cg11754670
160136,cg05472998
160137,ch.5.634030F
160138,cg12220843
160139,cg14950515
160140,cg06515562
160141,cg05742782
160142,cg13646480
160143,cg11640275
160144,cg12110911
160145,cg08849613
160146,cg10201616
160147,cg19380578
160148,cg21126969
160149,cg14314132
160150,cg04138846
160151,cg12851401
160152,cg26074120
160153,cg13445230
160154,cg14758976
160155,cg03648334
160156,cg24237500
160157,cg24164612
160158,ch.13.1744822R
160159,cg09198866
160160,cg16821694
160161,cg05514547
160162,cg14463912
160163,cg02364610
160164,cg01382688
160165,cg04227591
160166,cg14776578
160167,ch.X.346519R
160168,cg27584112
160169,cg09760081
160170,cg19153710
160171,cg11502844
160172,cg12843872
160173,cg03633039
160174,cg16744973
160175,cg09538587
160176,cg09325101
160177,cg23031939
160178,cg19800155
160179,cg22718540
160180,cg16526372
160181,cg02916962
160182,cg22123504
160183,cg00244391
160184,cg04885614
160185,cg02237415
160186,cg18117367
160187,cg23080908
160188,cg04863005
160189,cg20706315
160190,cg10509014
160191,cg11211040
160192,cg21284119
160193,cg08357120
160194,cg27132396
160195,cg07918509
160196,cg19023589
160197,cg04525857
160198,cg02767470
160199,cg14148370
160200,cg00210842
160201,cg02044161
160202,cg01315201
160203,cg09549304
160204,cg03211132
160205,cg06262842
160206,cg07158658
160207,cg10074498
160208,cg15482422
160209,cg10189029
160210,cg06617876
160211,cg00966398
160212,cg26310913
160213,cg00614969
160214,cg14219290
160215,cg10118925
160216,cg25476766
160217,cg00197028
160218,cg02147465
160219,cg11953541
160220,cg26565807
160221,cg08528474
160222,cg05246900
160223,cg06659958
160224,cg04927066
160225,cg08450965
160226,cg12298212
160227,cg05181110
160228,cg06537526
160229,cg12126859
160230,cg12959048
160231,cg21291347
160232,cg04453665
160233,cg25838977
160234,cg13185218
160235,cg16430256
160236,cg26312920
160237,ch.13.43576588R
160238,cg10144924
160239,cg21538013
160240,cg17879636
160241,cg25457027
160242,cg18133905
160243,cg07843120
160244,cg01807313
160245,cg13851904
160246,cg18275831
160247,cg04607679
160248,cg20065005
160249,cg09977288
160250,cg19904653
160251,cg01998345
160252,cg17467873
160253,cg20552903
160254,cg25725843
160255,cg01568736
160256,cg06185555
160257,cg11933094
160258,cg01766743
160259,cg11998307
160260,cg25907215
160261,cg21290280
160262,cg26656022
160263,cg08641881
160264,cg14920716
160265,cg21069965
160266,cg03641033
160267,cg20608709
160268,cg03586564
160269,cg05557834
160270,cg11979420
160271,cg17833022
160272,cg19635754
160273,cg01476222
160274,cg06654628
160275,cg19285774
160276,cg15972617
160277,cg10009380
160278,cg26791307
160279,cg12652641
160280,cg17809471
160281,cg22267910
160282,cg10505024
160283,cg11422964
160284,cg09412490
160285,cg21425232
160286,cg00732656
160287,cg09521871
160288,cg23602334
160289,cg27149973
160290,cg26909954
160291,cg18026588
160292,cg14301635
160293,cg24254925
160294,cg04840167
160295,cg27593593
160296,cg17192511
160297,cg27142354
160298,cg00821483
160299,cg23913350
160300,cg17931641
160301,cg27340796
160302,cg26525463
160303,cg20906044
160304,cg20464383
160305,cg15411447
160306,cg13442606
160307,cg07634706
160308,cg04454576
160309,cg26187287
160310,cg05876083
160311,cg15062281
160312,cg24127061
160313,cg15100135
160314,cg01940964
160315,cg17665497
160316,cg25060890
160317,cg00261832
160318,cg11505037
160319,cg16048805
160320,cg19253612
160321,cg05509609
160322,cg04910082
160323,cg05997288
160324,cg00231927
160325,cg00483940
160326,cg16795184
160327,cg25535070
160328,cg05928656
160329,cg24504518
160330,cg01200585
160331,cg23261102
160332,cg15856748
160333,cg20547724
160334,cg06072564
160335,cg12494683
160336,cg09533145
160337,cg08899199
160338,cg15534755
160339,cg14405768
160340,cg27238887
160341,cg14176449
160342,cg12526997
160343,cg07025157
160344,cg18210526
160345,cg14215390
160346,cg05790989
160347,cg02737399
160348,cg07188488
160349,cg11228872
160350,cg01814833
160351,cg06492796
160352,cg19107641
160353,cg20219287
160354,cg05020685
160355,cg14917100
160356,cg12823072
160357,cg01360054
160358,cg00492711
160359,cg02366136
160360,cg05337681
160361,cg08323540
160362,cg19178091
160363,cg26410821
160364,cg19717640
160365,cg05881068
160366,cg26838398
160367,cg13331691
160368,cg20957164
160369,cg21074190
160370,cg07193234
160371,cg00130693
160372,cg20529969
160373,cg22243956
160374,cg17965359
160375,cg23836456
160376,cg05798717
160377,cg13782532
160378,cg16557355
160379,cg13371883
160380,cg07387383
160381,cg09341796
160382,cg03437140
160383,cg19400055
160384,cg13470125
160385,cg18920088
160386,cg10510505
160387,cg06454380
160388,cg10964627
160389,cg22629375
160390,cg13357408
160391,cg17495130
160392,cg14153494
160393,cg20583060
160394,cg08038291
160395,cg15149117
160396,cg07023317
160397,cg27048566
160398,cg11254847
160399,cg20394620
160400,cg13110574
160401,cg05961176
160402,cg13476105
160403,cg04682977
160404,cg02222066
160405,cg21253335
160406,cg14740571
160407,cg02695343
160408,cg01481159
160409,cg00530740
160410,cg21183523
160411,cg03491556
160412,cg02827340
160413,cg16426715
160414,cg11742189
160415,cg00779313
160416,cg25055477
160417,cg02615599
160418,cg18374299
160419,cg21931713
160420,cg13555047
160421,cg04934867
160422,cg07913137
160423,cg06544731
160424,cg05331731
160425,cg18061395
160426,cg18990483
160427,cg04245630
160428,cg18729186
160429,cg04583430
160430,cg19541479
160431,cg20452230
160432,cg23936609
160433,cg25846190
160434,cg07447773
160435,cg25769043
160436,cg06191165
160437,cg00948900
160438,cg26177968
160439,cg11232868
160440,cg17645978
160441,cg08710861
160442,cg10945079
160443,cg06585203
160444,cg20512713
160445,cg06270753
160446,cg03758732
160447,cg03120185
160448,cg22400102
160449,cg12947138
160450,cg06454326
160451,cg18376999
160452,cg22786903
160453,cg10534904
160454,cg21305245
160455,cg11560985
160456,cg01261939
160457,cg18026955
160458,cg14760951
160459,cg15417287
160460,cg21748874
160461,cg15057995
160462,cg00549566
160463,cg14162929
160464,cg09222287
160465,cg12936671
160466,cg24727561
160467,cg08998953
160468,cg09835408
160469,cg06765430
160470,cg16405211
160471,cg01530032
160472,cg23107301
160473,cg15059225
160474,cg15578645
160475,cg10690063
160476,cg01684805
160477,cg17789542
160478,cg17094718
160479,cg26900398
160480,cg16150661
160481,cg24340686
160482,cg23919111
160483,cg21072629
160484,cg01632240
160485,cg11610626
160486,cg18893868
160487,cg15124547
160488,cg11863989
160489,cg01215976
160490,cg14605874
160491,cg12434312
160492,cg12240824
160493,cg06197789
160494,cg23387468
160495,cg06468695
160496,cg13454542
160497,cg11511777
160498,cg19880119
160499,cg06426027
160500,cg22479226
160501,cg07353306
160502,cg05807420
160503,cg10012920
160504,cg06345856
160505,cg19400739
160506,cg26186613
160507,cg17262932
160508,cg16298760
160509,cg03469233
160510,cg01755541
160511,cg04294677
160512,cg17120570
160513,cg20953257
160514,cg01673240
160515,cg19174634
160516,cg17568611
160517,cg06144608
160518,cg03280839
160519,cg09105523
160520,cg17080697
160521,cg14179031
160522,cg21177096
160523,cg05044291
160524,cg18217048
160525,cg09829222
160526,cg01165997
160527,cg10942690
160528,cg24405248
160529,cg03227481
160530,cg23323457
160531,cg15379400
160532,cg26476156
160533,cg19005955
160534,cg11785176
160535,cg19263069
160536,cg12866292
160537,cg04543131
160538,cg20927656
160539,cg27531842
160540,cg25830052
160541,cg12992827
160542,cg19358520
160543,cg14649234
160544,cg01300700
160545,cg04400980
160546,cg15632862
160547,cg10227678
160548,cg25559100
160549,cg03335600
160550,cg11807040
160551,cg13534536
160552,cg24194370
160553,cg03727169
160554,cg13870990
160555,cg19653161
160556,cg01106303
160557,cg15897496
160558,cg23369364
160559,cg03375833
160560,cg01159601
160561,cg02931604
160562,cg26536593
160563,cg27431182
160564,cg24159253
160565,cg01782500
160566,cg23373401
160567,cg21420186
160568,cg24543286
160569,cg17290868
160570,cg17198320
160571,cg20853361
160572,cg12108146
160573,cg23068772
160574,cg07270259
160575,cg06073355
160576,cg26526953
160577,cg07457568
160578,cg02321885
160579,cg06183244
160580,cg20966660
160581,cg14047667
160582,cg04908961
160583,cg10215323
160584,cg15810578
160585,cg04858230
160586,cg16045423
160587,cg14034870
160588,cg15241499
160589,cg05991388
160590,cg15639910
160591,cg22875013
160592,cg27141514
160593,cg00919002
160594,cg00120783
160595,ch.2.40690643F
160596,cg17304496
160597,cg07383757
160598,cg11343017
160599,cg24474998
160600,cg13565461
160601,cg20210057
160602,cg12737363
160603,cg13614617
160604,cg14411375
160605,cg06940756
160606,cg23253752
160607,cg23068476
160608,cg27187881
160609,cg14503694
160610,cg19824710
160611,cg07581257
160612,cg02431704
160613,cg12155476
160614,cg16590991
160615,cg03003009
160616,cg17064907
160617,cg25552033
160618,cg20287862
160619,cg02677946
160620,cg03647927
160621,cg19330334
160622,cg21898392
160623,cg09855962
160624,cg18212064
160625,cg10950202
160626,cg15067144
160627,cg24108149
160628,cg21865844
160629,cg23057597
160630,cg03058163
160631,cg08562004
160632,cg02588283
160633,cg07869256
160634,cg01919620
160635,cg12506373
160636,cg15503625
160637,cg23213892
160638,cg21233143
160639,cg12912919
160640,cg17677112
160641,cg26604287
160642,cg22880957
160643,cg01969586
160644,cg15941665
160645,ch.15.1525362R
160646,cg03257107
160647,cg09486689
160648,cg21529532
160649,cg12178980
160650,cg14824933
160651,ch.5.24240029R
160652,cg22364904
160653,cg09529510
160654,cg10756127
160655,cg14134006
160656,cg00049323
160657,cg15103701
160658,cg01227239
160659,cg02462904
160660,cg19410791
160661,cg20628942
160662,cg06685590
160663,cg10525432
160664,cg14256511
160665,cg22719782
160666,cg18427091
160667,cg12675417
160668,cg02410986
160669,cg15072832
160670,cg12218991
160671,cg09119244
160672,cg07571117
160673,cg17430967
160674,cg18530729
160675,cg23966214
160676,cg18158151
160677,cg05151393
160678,cg14051770
160679,cg26427896
160680,cg04105895
160681,cg26768556
160682,cg19745373
160683,cg03564453
160684,cg18671854
160685,cg23288563
160686,cg18467083
160687,cg19113603
160688,cg15602420
160689,cg10210909
160690,cg01422797
160691,cg07671695
160692,cg17454831
160693,cg12210036
160694,cg17947242
160695,cg01510332
160696,cg09576074
160697,cg03577837
160698,cg26244164
160699,cg13895650
160700,cg01606878
160701,cg07327325
160702,cg00699392
160703,cg06675483
160704,cg00930781
160705,cg19350216
160706,cg04704634
160707,cg20767344
160708,cg06561329
160709,cg25819441
160710,cg10715527
160711,cg14102644
160712,cg00361025
160713,cg03211636
160714,cg08457169
160715,cg21557445
160716,cg08669447
160717,cg13342441
160718,cg26350987
160719,cg20035980
160720,cg13939549
160721,cg25141674
160722,cg07620207
160723,cg13983640
160724,cg10168709
160725,cg04694022
160726,cg21210496
160727,cg16645907
160728,cg02700194
160729,cg19584864
160730,cg06112910
160731,cg24119798
160732,cg04993795
160733,cg01849212
160734,cg06994834
160735,cg26007849
160736,cg14305711
160737,cg00554858
160738,cg05205736
160739,cg22861286
160740,cg21334449
160741,cg06784909
160742,cg01092293
160743,cg04378167
160744,cg23574802
160745,cg27485402
160746,cg00477086
160747,cg02858826
160748,cg25216821
160749,cg20590161
160750,cg09456493
160751,cg22491171
160752,cg10717189
160753,cg08829393
160754,cg09198277
160755,cg01700124
160756,cg01634410
160757,cg14102556
160758,cg27509967
160759,cg22825871
160760,cg04882995
160761,cg05554592
160762,cg27506609
160763,cg05026033
160764,cg15916646
160765,cg03376052
160766,cg25692669
160767,cg16332003
160768,cg20523861
160769,cg04173474
160770,cg15012692
160771,cg09624942
160772,cg14195059
160773,cg20146573
160774,cg21861151
160775,cg20622311
160776,cg12109728
160777,cg26209005
160778,cg12964881
160779,cg19138905
160780,cg23331322
160781,cg19740964
160782,cg07318983
160783,cg08324846
160784,cg01394324
160785,cg15656261
160786,cg22354595
160787,cg23956317
160788,cg26377242
160789,cg10209902
160790,cg03513606
160791,cg03219768
160792,cg25325257
160793,cg08409956
160794,cg14655242
160795,cg06554928
160796,cg03826976
160797,cg20182358
160798,cg16087826
160799,cg07622245
160800,cg15443530
160801,cg12060838
160802,cg03634479
160803,cg26608667
160804,cg01385679
160805,cg05584855
160806,cg24787081
160807,cg00260512
160808,cg03804621
160809,cg12525584
160810,cg17973694
160811,cg14486632
160812,cg21900928
160813,cg14499678
160814,cg25796050
160815,cg27037013
160816,cg22984041
160817,cg03990033
160818,cg14287923
160819,cg23994511
160820,cg11664283
160821,cg04633058
160822,cg02343467
160823,cg07112673
160824,cg27079776
160825,cg19736090
160826,cg11537367
160827,cg16301894
160828,cg26537894
160829,cg11613902
160830,cg14904733
160831,cg23204239
160832,cg05564117
160833,cg01662334
160834,cg13938969
160835,cg13816419
160836,cg21162344
160837,cg10220068
160838,cg21105620
160839,cg12910752
160840,cg15529509
160841,cg16904321
160842,cg21170796
160843,cg24139739
160844,cg08504659
160845,cg08262269
160846,cg10338338
160847,cg05492442
160848,cg23074992
160849,cg10132588
160850,cg13848405
160851,cg09505516
160852,cg24714666
160853,cg21040133
160854,cg26191447
160855,cg00474209
160856,cg10313384
160857,cg21597595
160858,cg12575181
160859,cg03096732
160860,cg16361966
160861,cg07963046
160862,cg08627768
160863,cg25785477
160864,cg08888905
160865,cg15614301
160866,cg15180379
160867,cg03248529
160868,cg07579946
160869,cg04682133
160870,cg13999415
160871,cg02515738
160872,cg08553452
160873,cg13938881
160874,cg19218067
160875,cg19825988
160876,cg00540400
160877,cg05331498
160878,cg03350993
160879,cg23503775
160880,cg10727416
160881,cg22670630
160882,cg08777167
160883,cg15918921
160884,cg20676578
160885,cg16192052
160886,cg01130144
160887,cg02576701
160888,cg03323895
160889,cg27138147
160890,cg07568203
160891,cg16241541
160892,cg03678138
160893,cg21602842
160894,cg09845946
160895,cg02301436
160896,cg07906359
160897,cg24712501
160898,cg06753787
160899,cg06305609
160900,cg13415242
160901,cg02311702
160902,cg11863217
160903,cg20524889
160904,cg02400146
160905,cg25606842
160906,cg03351618
160907,cg24954967
160908,cg18822414
160909,cg10180650
160910,cg02945785
160911,cg22680252
160912,cg07602026
160913,cg10555307
160914,cg22874188
160915,cg16721427
160916,cg02697519
160917,cg20891558
160918,cg02224047
160919,cg01463154
160920,cg10468369
160921,cg07096238
160922,cg14773694
160923,cg19161251
160924,cg25554917
160925,cg09428681
160926,cg10179669
160927,cg23409075
160928,cg27074890
160929,cg08592234
160930,cg26070604
160931,cg26898024
160932,cg25438746
160933,cg26871735
160934,cg24452260
160935,cg26256630
160936,cg15265092
160937,cg10606694
160938,cg09453737
160939,cg12939298
160940,cg14449051
160941,cg17191919
160942,cg15174393
160943,cg15863841
160944,cg20503535
160945,cg03813899
160946,cg20649663
160947,cg09329266
160948,cg11620984
160949,cg25839663
160950,cg07723902
160951,cg02462962
160952,cg15299258
160953,cg21665000
160954,cg21482290
160955,cg27600265
160956,cg25306089
160957,cg14304496
160958,cg04442406
160959,cg07100532
160960,cg18736168
160961,cg00327697
160962,cg14662379
160963,cg21008808
160964,cg10935312
160965,cg08866129
160966,cg25930493
160967,cg02424123
160968,cg04837170
160969,cg18496262
160970,cg18899818
160971,cg23675930
160972,cg15852787
160973,cg07757183
160974,cg10046101
160975,cg17940256
160976,cg11217865
160977,cg16138150
160978,cg03329860
160979,cg22995255
160980,cg15318570
160981,cg25477456
160982,cg20195046
160983,cg25344239
160984,cg03445965
160985,cg18475728
160986,cg02788189
160987,cg21292067
160988,cg04723721
160989,cg12582959
160990,cg21837323
160991,cg17685628
160992,cg13502395
160993,cg12705693
160994,cg09282201
160995,cg01502116
160996,cg27383859
160997,cg11505048
160998,cg07557355
160999,cg23397741
161000,cg21526847
161001,cg24194539
161002,cg10173075
161003,cg14101038
161004,cg03014695
161005,cg25157607
161006,cg01770296
161007,cg02763234
161008,cg04946315
161009,cg09451903
161010,cg14279307
161011,cg09659300
161012,cg16795804
161013,cg08411435
161014,cg11341142
161015,cg09370585
161016,cg12138695
161017,cg04611649
161018,cg04669677
161019,cg13263904
161020,cg09874289
161021,cg06144361
161022,cg10577534
161023,cg22090259
161024,cg25836567
161025,cg07189027
161026,cg05062418
161027,cg15117754
161028,ch.2.229228416R
161029,cg02697979
161030,cg20267398
161031,cg09920962
161032,cg03817794
161033,cg10662979
161034,cg15212210
161035,cg15542637
161036,cg19577365
161037,cg18017245
161038,cg22908679
161039,cg04131468
161040,cg17080180
161041,cg13971546
161042,cg16065241
161043,cg04391391
161044,cg07220554
161045,cg15486454
161046,cg11715147
161047,cg16085553
161048,cg00137652
161049,cg13459303
161050,cg01456572
161051,cg01646718
161052,cg20441894
161053,cg14614754
161054,cg19055178
161055,cg24931632
161056,cg26525025
161057,cg08537300
161058,cg02320694
161059,cg09301458
161060,cg16385029
161061,cg16374753
161062,cg02347212
161063,cg04154424
161064,cg00135874
161065,cg20388462
161066,cg17778556
161067,cg03049846
161068,cg13791131
161069,cg04661991
161070,cg01906944
161071,cg21173192
161072,cg13464738
161073,cg18951537
161074,cg18341491
161075,cg24086329
161076,cg01668281
161077,cg00922727
161078,cg12995004
161079,cg09587634
161080,cg03512369
161081,cg11278857
161082,cg09237846
161083,cg18803535
161084,cg10914467
161085,cg03185863
161086,cg14102988
161087,cg22740817
161088,cg08218877
161089,cg09595149
161090,cg14470121
161091,cg11067786
161092,cg27388966
161093,cg22662808
161094,cg22192374
161095,cg05976516
161096,cg20973260
161097,cg19886405
161098,cg07556829
161099,cg11906021
161100,cg24258259
161101,cg09971881
161102,cg08179817
161103,cg27464574
161104,cg22235522
161105,cg01822460
161106,cg07504780
161107,cg25216580
161108,cg10315922
161109,cg05361459
161110,cg16063272
161111,cg26247880
161112,cg10567034
161113,cg07717512
161114,cg21943842
161115,cg02863237
161116,cg19534149
161117,cg03995337
161118,cg12277145
161119,cg09660043
161120,cg06468780
161121,cg07290920
161122,cg20593128
161123,cg17255342
161124,cg03592604
161125,cg05891572
161126,cg10633491
161127,cg21730821
161128,cg05938958
161129,cg00666696
161130,cg02734661
161131,cg26056703
161132,cg27180777
161133,cg05462208
161134,cg03009478
161135,cg02097235
161136,cg05806434
161137,cg15569340
161138,cg11289281
161139,cg07979752
161140,cg27247382
161141,cg14777601
161142,cg02485345
161143,cg01849531
161144,cg25503913
161145,cg19397736
161146,cg25131727
161147,cg00923890
161148,cg17852932
161149,cg10199606
161150,cg00147095
161151,cg10988075
161152,cg27020161
161153,cg00472841
161154,cg01051098
161155,cg11867607
161156,cg14688652
161157,cg03283282
161158,cg09175734
161159,cg08611376
161160,cg21957616
161161,cg13717562
161162,cg12616710
161163,cg01033938
161164,cg26335127
161165,cg03657045
161166,cg22537343
161167,cg27529668
161168,cg16465027
161169,cg06000994
161170,cg27066122
161171,cg00556742
161172,cg06191990
161173,cg00866870
161174,ch.13.54449778R
161175,cg27161027
161176,cg21853871
161177,cg12641047
161178,cg10986030
161179,cg09408902
161180,cg15116368
161181,cg17636366
161182,cg10857341
161183,cg18482268
161184,cg12391279
161185,cg09282388
161186,cg08681855
161187,cg06455180
161188,cg05697785
161189,cg17212919
161190,cg15188623
161191,cg02355646
161192,cg12001634
161193,cg10052118
161194,cg08090496
161195,cg24503003
161196,cg27487704
161197,cg11649846
161198,cg05762878
161199,ch.4.73985647R
161200,ch.X.92148261F
161201,cg04482817
161202,cg00714078
161203,cg07037509
161204,cg08062469
161205,cg18953039
161206,cg20786074
161207,cg19956606
161208,cg07436579
161209,cg08900137
161210,cg15323840
161211,cg05785100
161212,cg19779670
161213,cg07482795
161214,cg13892828
161215,cg02434059
161216,cg14008399
161217,cg13521002
161218,cg14452322
161219,cg15111638
161220,cg10473907
161221,cg22513637
161222,cg14195216
161223,cg08993103
161224,cg20791311
161225,cg08197943
161226,cg21108412
161227,cg05767306
161228,cg15935113
161229,cg09832911
161230,cg04652282
161231,cg14299675
161232,cg14942793
161233,cg06527153
161234,cg10795189
161235,cg13206174
161236,cg20984251
161237,cg00836641
161238,cg26619035
161239,cg14968494
161240,cg18108216
161241,cg14011368
161242,cg11005826
161243,cg18099306
161244,cg06981182
161245,cg22706070
161246,cg04569608
161247,cg16403725
161248,cg00473044
161249,cg20765580
161250,cg24536120
161251,cg23026228
161252,cg04307508
161253,cg01395424
161254,cg15601529
161255,cg12741710
161256,cg27254860
161257,cg19242112
161258,cg02431531
161259,cg15507475
161260,cg18699439
161261,cg00260448
161262,cg22306196
161263,cg17235505
161264,cg07377907
161265,cg08108911
161266,cg26239495
161267,cg21293216
161268,cg13095421
161269,cg07570142
161270,cg10632395
161271,cg24031505
161272,cg13683301
161273,cg03646354
161274,cg23639134
161275,cg12173392
161276,cg03475671
161277,cg22521948
161278,cg08825645
161279,cg04195425
161280,cg13292301
161281,cg04208151
161282,cg26368228
